,Datetime,Text,clean_text,label
1804,2022-09-03 12:23:20+00:00,Apa itu cacar monyet❓cacar monyet ialah penyakit zoonosis langka yang disebabkan oleh infeksi virus monkeypox. Virus ini termasuk dalam genus Orthopoxvirus dalam famili Poxviridae. Genus Orthopoxvirus juga termasuk virus variola dan virus vaccinia.,Apa itu cacar monyet cacar monyet ialah penyakit zoonosis langka yang disebabkan oleh infeksi virus monkeypox Virus ini termasuk dalam genus Orthopoxvirus dalam famili Poxviridae Genus Orthopoxvirus juga termasuk virus variola dan virus vaccinia,neutral
1806,2022-09-03 12:10:50+00:00,@HalloPickaw Mungkin cacar monyet ya?,Mungkin cacar monyet,neutral
1808,2022-09-03 11:31:24+00:00,"@schfess Kenaikan harga bbm
Penembakan brigadir j
Kesehatan mental pada remaja
Cacar monyet",Kenaikan harga bbm Penembakan brigadir Kesehatan mental pada remaja Cacar monyet,negative
1809,2022-09-03 11:16:40+00:00,"@ktanishaaa cacar monyet cuy, kan cacar monyet itu dari virus monkeypox",cacar monyet cuy kan cacar monyet itu dari virus monkeypox,neutral
1811,2022-09-03 10:06:15+00:00,"Cacar monyet bisa dicegah dengan pake pakaian tertutup/lengan panjang dan mengurangi kontak kulit dengan pengidapnya 🧥

Selain itu, minum vitamin juga penting biar daya tahan tubuh makin terjaga 💪

Intinya kita perlu waspada di mana pun itu &amp; stay safe, ya! ☺",Cacar monyet bisa dicegah dengan pake pakaian tertutup lengan panjang dan mengurangi kontak kulit dengan pengidapnya Selain itu minum vitamin juga penting biar daya tahan tubuh makin terjaga Intinya kita perlu waspada mana pun itu amp stay safe,positive
1812,2022-09-03 10:04:18+00:00,"🎤 KONSER MUSIK 🎤
Kontak kulit dalam waktu lama sama pengidap bisa ningkatin risiko penularan. Apalagi di konser yang biasanya desak-desakan 🤘

👀 ""RANJANG"" 👀
Cacar monyet bisa menular lewat hubungan seks. Virus ini bisa ditemukan dalam air mani, urine, air liur, dan darah 🩸",KONSER MUSIK Kontak kulit dalam waktu lama sama pengidap bisa ningkatin risiko penularan Apalagi konser yang biasanya desak desakan RANJANG Cacar monyet bisa menular lewat hubungan seks Virus ini bisa ditemukan dalam air mani urine air liur dan darah,neutral
1814,2022-09-03 09:06:43+00:00,"@geloraco Semoga banjir, tanah longsor, gempa bumi, tsunami, kecelakaan lalu lintas, perampokan, pembegalan, pembunuhan, korupsi uang negara, covid-19, cacar monyet, kolesterol tinggi, asam urat tinggi, penyakit TBC, penyakit jantung, semuanya lenyap dari NKRI",Semoga banjir tanah longsor gempa bumi tsunami kecelakaan lalu lintas perampokan pembegalan pembunuhan korupsi uang negara covid cacar monyet kolesterol tinggi asam urat tinggi penyakit TBC penyakit jantung semuanya lenyap dari NKRI,neutral
1815,2022-09-03 09:00:42+00:00,"@brlnnvt Gamau, sekarang dikatain mulu cacar monyet cacar monyet pdhal w egk slah",Gamau sekarang dikatain mulu cacar monyet cacar monyet pdhal egk slah,neutral
1818,2022-09-03 07:54:32+00:00,@AymanAlatas Cacar monyet dok 🙏,Cacar monyet dok,neutral
1819,2022-09-03 07:39:23+00:00,@zddeonu Emang aku cacar monyet?,Emang aku cacar monyet,neutral
1820,2022-09-03 07:10:38+00:00,@gibran_tweet Mas ... mungkin beliau baru dpt endorse covid stelah cacar monyet kagak laku 🤣🤣,tweet Mas mungkin beliau baru dpt endorse covid stelah cacar monyet kagak laku,neutral
1821,2022-09-03 07:08:19+00:00,@FOOD_FESS Itu kangkungnya terinveksi cacar monyet nder,FESS Itu kangkungnya terinveksi cacar monyet nder,neutral
1824,2022-09-03 06:31:52+00:00,"Ya, bener tuh, PeduliLindungi sekalian bubarin aja tuh harusnya, biar ke depannya orang2 yang Covid (dan cacar monyet), tetap bisa berkeliaran bebas ke mana aja 😝",bener tuh PeduliLindungi sekalian bubarin aja tuh harusnya biar depannya orang2 yang Covid dan cacar monyet tetap bisa berkeliaran bebas mana aja,neutral
1829,2022-09-03 04:58:27+00:00,@alterianhomie Bibit cacar monyet dimulai dari orang tolol kek gini nih,Bibit cacar monyet dimulai dari orang tolol kek gini nih,neutral
1830,2022-09-03 04:40:25+00:00,"@ibgusdel astungkara 2023 bebas covid dan cacar monyet bli, kel kampanye soalne 🙏🏻",astungkara 2023 bebas covid dan cacar monyet bli kel kampanye soalne,neutral
1831,2022-09-03 04:22:51+00:00,"@StopPlandemit @DarkCountry4332 Habis cacar monyet ... di 2022-2023
Di 2023-2024 kurap katak puru pula, jd pandemi... bermunculan
Muncung lemak babi.
Intinya....
Bisnis kesehatan memang menghasilkan  berlimpah keuntungan.",Habis cacar monyet 2022 2023 2023 2024 kurap katak puru pula pandemi bermunculan Muncung lemak babi Intinya Bisnis kesehatan memang menghasilkan berlimpah keuntungan,neutral
1837,2022-09-03 02:03:52+00:00,"gara-gara adek ngajarin kalau pegang-pegang monyet bakal kena cacar monyet, ponakan gue langsung nunjuk jerawat di muka gue cacar monyet -_____-",gara gara adek ngajarin kalau pegang pegang monyet bakal kena cacar monyet ponakan gue langsung nunjuk jerawat muka gue cacar monyet,neutral
1839,2022-09-03 01:53:03+00:00,@stkangaroo @Askrlfess cacar monyet,cacar monyet,neutral
1840,2022-09-03 01:36:23+00:00,@ALPINAPINA @laperhady Ih beneran cacar monyet? Aku sampe search siah ndal!,beneran cacar monyet Aku sampe search siah ndal,neutral
1841,2022-09-03 01:35:31+00:00,@LawrenK95 Bisa bisa aja si ada cacar monyet  baru masuk 2 minggu lalu di Indonesia bisa bisa aja si tiba tiba pjj pemerintah nya aja,Bisa bisa aja ada cacar monyet baru masuk minggu lalu Indonesia bisa bisa aja tiba tiba pjj pemerintah nya aja,neutral
1844,2022-09-03 01:07:25+00:00,@LadadiRec @flow3rp @hishangchi @hanux_ @PebriyantiEis @al_fuane @samudrunk Liat istri nyiapin makan suaminya langsung cacar monyet kali ya dia,fuane Liat istri nyiapin makan suaminya langsung cacar monyet kali dia,neutral
1845,2022-09-03 01:04:57+00:00,@antonius_jeri @Opowaelahkeno77 Moga habis ini mulunya kena cacar monyet,jeri Moga habis ini mulunya kena cacar monyet,neutral
1853,2022-09-02 18:28:51+00:00,@tireamissu cobain cacar monyet kak,cobain cacar monyet kak,neutral
1859,2022-09-02 14:55:16+00:00,"@fuIItarget Wisuda masih bisa semester depan, konser mana ada yg tau wkwkwkw inget ada cacar monyet!!!!!",Wisuda masih bisa semester depan konser mana ada tau wkwkwkw inget ada cacar monyet,neutral
1860,2022-09-02 14:50:09+00:00,!smansa Cacar monyet mulai masook smansa,smansa Cacar monyet mulai masook smansa,neutral
1864,2022-09-02 13:57:40+00:00,@txtdaridepok Inpo cacar monyet ?,Inpo cacar monyet,neutral
1865,2022-09-02 13:26:49+00:00,@swastiacintya cis aku sedi mo nonton lgsg rinduuu tp takot koronceus sm cacarmonyet 🥲🥲,cis aku sedi nonton lgsg rinduuu takot koronceus cacarmonyet,neutral
1867,2022-09-02 13:02:34+00:00,"Malang banyak di senangi bagi orang orang yang sudah berkeluarga, dan juga apakah mereka memiliki penjagaan ketat untuk COVID-19 atau penyakit yang baru saja keluar yaitu cacar monyet .Wisata wisata di Kota Malang Banyak juga di hampiri oleh kalangan remaja untuk meng explore",Malang banyak senangi bagi orang orang yang sudah berkeluarga dan juga apakah mereka memiliki penjagaan ketat untuk COVID atau penyakit yang baru saja keluar yaitu cacar monyet Wisata wisata Kota Malang Banyak juga hampiri oleh kalangan remaja untuk meng explore,neutral
1871,2022-09-02 11:50:51+00:00,@KemenkesRI Min maaf mau tanya ruam ruam di cacar monyet dan di hiv beda nya apa terimakasih,Min maaf mau tanya ruam ruam cacar monyet dan hiv beda nya apa terimakasih,neutral
1873,2022-09-02 11:32:16+00:00,"Gay bukan penyakit, giliran kena HIV atau cacar monyet ngerepotin dah lu pada.
Paling simple gini,Lu mau kencing dimana? Toilet itu cuma laki dan perempuan?",Gay bukan penyakit giliran kena HIV atau cacar monyet ngerepotin dah pada Paling simple gini mau kencing dimana Toilet itu cuma laki dan perempuan,positive
1878,2022-09-02 10:43:47+00:00,"@iler_ences @Hambahagiana @TretanMuslim Cacar Monyet, Banjir bandang di Pakistan, blokir Kominfo, pemukiman masyarakat Yerusalem digusur Israel...",ences Cacar Monyet Banjir bandang Pakistan blokir Kominfo pemukiman masyarakat Yerusalem digusur Israel,neutral
1880,2022-09-02 10:36:12+00:00,"Terus, karena jumlahnya masih terbatas, maka vaksin cacar monyet akan lebih ditujukan pada orang-orang yang berisiko terinfeksi, seperti yang sudah disebutkan pada gambar.

Nah, selagi menunggu distribusi vaksinnya, yuk, terapkan langkah pencegahan cacar monyet, yaitu:",Terus karena jumlahnya masih terbatas maka vaksin cacar monyet akan lebih ditujukan pada orang orang yang berisiko terinfeksi seperti yang sudah disebutkan pada gambar Nah selagi menunggu distribusi vaksinnya yuk terapkan langkah pencegahan cacar monyet yaitu,neutral
1881,2022-09-02 10:35:13+00:00,Vaksin JYENNEOS diberikan dalam dua dosis. Waktu yang dibutuhkan untuk membentuk sistem kekebalan tubuh terhadap infeksi cacar monyet adalah sekitar 14 hari setelah divaksin.,Vaksin JYENNEOS diberikan dalam dua dosis Waktu yang dibutuhkan untuk membentuk sistem kekebalan tubuh terhadap infeksi cacar monyet adalah sekitar hari setelah divaksin,neutral
1882,2022-09-02 10:35:02+00:00,"Vaksin cacar monyet bermanfaat untuk melindungi diri dari infeksi virus monkeypox &amp; mengurangi keparahan gejala.

Menurut CDC, sejauh ini, ada dua jenis vaksin cacar monyet, yaitu JYNNEOIS &amp; ACAM2000.",Vaksin cacar monyet bermanfaat untuk melindungi diri dari infeksi virus monkeypox amp mengurangi keparahan gejala Menurut CDC sejauh ini ada dua jenis vaksin cacar monyet yaitu JYNNEOIS amp ACAM2000,neutral
1889,2022-09-02 09:54:57+00:00,"Sesiapa saja boleh dijangkiti Cacar Monyet / Monkey Pox, tanpa mengira orientasi seksual anda. Sentiasa amalkan langkah² yg telah disyorkan utk mengurangkan risiko dijangkiti penyakit ini. 

Please spread the words ya syg² ku ❤️❤️❤️",Sesiapa saja boleh dijangkiti Cacar Monyet Monkey Pox tanpa mengira orientasi seksual anda Sentiasa amalkan langkah telah disyorkan utk mengurangkan risiko dijangkiti penyakit ini Please spread the words syg,negative
1890,2022-09-02 09:36:43+00:00,"ADA CERITA BARU AJG INI GUE NGAKAK ABIS WOI. tadi kan temen gue sebut aja n, nanya si r aka crushku. nanya gini ""eh r, lu 2 hari ga masuk sakit apaan?"" terus kan banyak ya yang nyeletuk temennya kek campak, kopit, cacar monyet dll lah. terus si r bales gini ""engga, gue sakit",ADA CERITA BARU AJG INI GUE NGAKAK ABIS WOI tadi kan temen gue sebut aja nanya aka crushku nanya gini hari masuk sakit apaan terus kan banyak yang nyeletuk temennya kek campak kopit cacar monyet dll lah terus bales gini engga gue sakit,neutral
1897,2022-09-02 07:55:47+00:00,@twitkocheng Eh kamu lucu bgt. Pake bajunya nanti masuk angin. Lg musim cacar monyet.,kamu lucu bgt Pake bajunya nanti masuk angin musim cacar monyet,neutral
1912,2022-09-02 04:44:36+00:00,@sodamoveon Konfirasi global itu cacar monyet😂😂😂,Konfirasi global itu cacar monyet,neutral
1913,2022-09-02 04:42:55+00:00,"Semester ini semoga gak ada online lg sih, dah ketar ketir grgr cacar monyet, semoga gak ada pandemi lg plis, pgn balik kuliah offlinee tolooonggggg walupun takut makulnya ngang ngong ngang ngong tp kayanya mending dijalanin off deh drpd on, kalo mending on ya...gmn ya....",Semester ini semoga gak ada online sih dah ketar ketir grgr cacar monyet semoga gak ada pandemi plis pgn balik kuliah offlinee tolooonggggg walupun takut makulnya ngang ngong ngang ngong kayanya mending dijalanin off deh drpd kalo mending gmn,neutral
1915,2022-09-02 04:32:34+00:00,"#KridaEvent
Sosialisasi Cacar Monyet (Monkeypox Disease) 1-2 September 2022 (Thread)

#Krida #KridaNusantara",KridaEvent Sosialisasi Cacar Monyet Monkeypox Disease September 2022 Thread Krida KridaNusantara,neutral
1926,2022-09-02 02:52:25+00:00,"@GodrilSolo Fix Cacar Monyet reseptornya hanya di Monyet..,",Fix Cacar Monyet reseptornya hanya Monyet,neutral
1927,2022-09-02 02:46:57+00:00,ppkm cacar monyet ap covid lgi ni?,ppkm cacar monyet covid lgi,neutral
1932,2022-09-02 02:15:53+00:00,@rizhrm Cacar monyet de,Cacar monyet,neutral
1954,2022-09-01 23:38:01+00:00,Bakal lulusan cacar monyet nih? Hadehh,Bakal lulusan cacar monyet nih Hadehh,neutral
1956,2022-09-01 22:58:00+00:00,orang kalo misal kena cacar monyet boleh ngomong N-word ga ?,orang kalo misal kena cacar monyet boleh ngomong word,neutral
1957,2022-09-01 22:09:13+00:00,IDI : CACAR MONYET BISA MENYEBAR LEWAT PERCIKAN LUDAH,IDI CACAR MONYET BISA MENYEBAR LEWAT PERCIKAN LUDAH,neutral
1958,2022-09-01 22:08:33+00:00,IDI CACAR MONYET BISA MENYEBAR LEWAT PERCIKAN LUDAH,IDI CACAR MONYET BISA MENYEBAR LEWAT PERCIKAN LUDAH,neutral
1959,2022-09-01 22:07:09+00:00,WHO MENCATAT WABAH CACAR MONYET DI DUNIA CAPAI 50.000 KASUS,WHO MENCATAT WABAH CACAR MONYET DUNIA CAPAI 000 KASUS,neutral
1963,2022-09-01 18:45:16+00:00,kalo cacar sih pernah kalo jadi monyet belum hehe,kalo cacar sih pernah kalo jadi monyet belum hehe,neutral
1964,2022-09-01 18:16:32+00:00,"cacar monyet, flu tomat, next virus zombie bakal beneran ada kayaknya trus akhir dunia",cacar monyet flu tomat next virus zombie bakal beneran ada kayaknya trus akhir dunia,neutral
1965,2022-09-01 17:33:34+00:00,"@sodamoveon Gua mah kg terlalu percaya ama berita, korona aja udah jelas kaya ada rekayasa politik nya ini apa lgi cacar monyet ini mah gegara bnyk couple maho dah berani open sosial aja mknnya di adain ni cacar monyet kali aja iya kan",Gua mah terlalu percaya ama berita korona aja udah jelas kaya ada rekayasa politik nya ini apa lgi cacar monyet ini mah gegara bnyk couple maho dah berani open sosial aja mknnya adain cacar monyet kali aja iya kan,neutral
1967,2022-09-01 17:04:58+00:00,"Baca berita ttg: 

""Cacar monyet bisa sembuh sendiri ""

Kira-kira sembuhnya di kasih apa ya?",Baca berita ttg Cacar monyet bisa sembuh sendiri Kira kira sembuhnya kasih apa,neutral
1968,2022-09-01 16:20:31+00:00,@king_emyu78 terus dimana cacar monyet tolol?,emyu78 terus dimana cacar monyet tolol,neutral
1971,2022-09-01 15:35:07+00:00,@AREAJULID Hah? Krn apa lagi? Cacar monyet?,Hah Krn apa lagi Cacar monyet,neutral
1973,2022-09-01 14:56:23+00:00,@liputan6dotcom Ke cacar monyet ye?,cacar monyet,neutral
1974,2022-09-01 14:04:35+00:00,Krn covid apa cacar monyet ni?,Krn covid apa cacar monyet,neutral
1975,2022-09-01 13:59:05+00:00,@vkookssky kayak kena cacar monyet😭,kayak kena cacar monyet,neutral
1976,2022-09-01 13:55:50+00:00,@armyfess_ cacar monyet,cacar monyet,neutral
1984,2022-09-01 13:06:07+00:00,"Cacar Monyet menular melalui sentuhan kulit ke kulit atau kontak rapat bersemuka dan sentuhan pada objek seperti tuala dan pakaian yang tercemar.

Gejala akan bermula pada lima hingga 21 hari selepas jangkitan.",Cacar Monyet menular melalui sentuhan kulit kulit atau kontak rapat bersemuka dan sentuhan pada objek seperti tuala dan pakaian yang tercemar Gejala akan bermula pada lima hingga hari selepas jangkitan,neutral
1986,2022-09-01 12:59:00+00:00,"@funselaluyippiy @collegemenfess c-19 kan ngeri yeu. jan sampe cacar monyet dh, liat org luar yg kena aja udh ngilu bgt 🥹",kan ngeri yeu jan sampe cacar monyet liat org luar kena aja udh ngilu bgt,neutral
1990,2022-09-01 12:30:12+00:00,"@sukamonolid ya kan ma :((
udh stres bgt mana kemaren cacar monyet kek pls udahan dong 😢
nah semoga diawal thn yaaa",kan udh stres bgt mana kemaren cacar monyet kek pls udahan dong nah semoga diawal thn yaaa,neutral
1993,2022-09-01 12:04:27+00:00,"@_suamingyu Katanya kan udah masuk cacar monyet, kasus pertamanya udah ada di jakarta",suamingyu Katanya kan udah masuk cacar monyet kasus pertamanya udah ada jakarta,neutral
1996,2022-09-01 11:59:29+00:00,Kamu ga maukan kena cacar monyet? Kalo gitu kamu mau ga jadi cacar aku 🥹,Kamu maukan kena cacar monyet Kalo gitu kamu mau jadi cacar aku,neutral
1999,2022-09-01 10:55:57+00:00,@Askrlfess gejala cacar monyet ka,gejala cacar monyet,neutral
2000,2022-09-01 10:53:30+00:00,"@YogaswaraWahyu Ficxxx,,setuju banget.... Jadi di belokan menjadi Cacar Monyet,,,🤣🤣🤣🤣🤣🤣 apaan.... 🤣🤣🤣🤣",Ficxxx setuju banget Jadi belokan menjadi Cacar Monyet apaan,neutral
2002,2022-09-01 10:37:03+00:00,@hagneseoj @collegemenfess cacar monyet apa covid-19?,cacar monyet apa covid,neutral
2008,2022-09-01 10:05:50+00:00,@arjunyaan Aku barusan liat berita kalo di Lamongan ada orang yang memiliki gejala cacar monyet,Aku barusan liat berita kalo Lamongan ada orang yang memiliki gejala cacar monyet,neutral
2013,2022-09-01 10:00:32+00:00,"Langkah pertama yang harus kamu lakukan kalau terinfeksi adalah JANGAN PANIK! Iyasih cacar monyet emang udah ditetapin jadi darurat kesehatan global, tapi sebenernya cacar monyet ga segampang itu menular kok asal ga ada kontak erat, yaa~",Langkah pertama yang harus kamu lakukan kalau terinfeksi adalah JANGAN PANIK Iyasih cacar monyet emang udah ditetapin jadi darurat kesehatan global tapi sebenernya cacar monyet segampang itu menular kok asal ada kontak erat yaa,neutral
2014,2022-09-01 10:00:32+00:00,"Ini gejala dari cacar monyet🐒:

☑️Sakit kepala
☑️Demam &gt;38°c
☑️Pembengkakan kelenjar getah bening
☑️Nyeri otot
☑️Sakit punggung
☑️Muncul  lenting atau lepuh 
☑️Tubuh melemah",Ini gejala dari cacar monyet Sakit kepala Demam Pembengkakan kelenjar getah bening Nyeri otot Sakit punggung Muncul lenting atau lepuh Tubuh melemah,neutral
2015,2022-09-01 10:00:31+00:00,"Pertama-tama, harus tau dulu nih gejala dari si cacar monyet sendiri. Jangan sampe kamunya gatau, eh ujung-ujungnya malah salah diagnosa ya kan😢. Nanti yang ada malah gak sembuh-sembuh!🤒",Pertama tama harus tau dulu nih gejala dari cacar monyet sendiri Jangan sampe kamunya gatau ujung ujungnya malah salah diagnosa kan Nanti yang ada malah gak sembuh sembuh,neutral
2018,2022-09-01 09:53:59+00:00,"@arjunyaan Menurut ini gara-gara covid atau demam/cacar monyet, Mak?",Menurut ini gara gara covid atau demam cacar monyet Mak,neutral
2019,2022-09-01 09:46:23+00:00,@AREAJULID ini masih gara-gara covid apa cacar monyet?🥹,ini masih gara gara covid apa cacar monyet,neutral
2020,2022-09-01 09:30:10+00:00,"Menghadapi bibit pandemi cacar monyet, pemerintah ga mau diem aja. Kita bahkan jemput bola ke produsen vaksinnya supaya bisa cepet registrasi.

Harusnya saat awal kopit gini juga ya, bukan langsung klaim kita kebal kopit 😅

(2/4)",Menghadapi bibit pandemi cacar monyet pemerintah mau diem aja Kita bahkan jemput bola produsen vaksinnya supaya bisa cepet registrasi Harusnya saat awal kopit gini juga bukan langsung klaim kita kebal kopit,neutral
2026,2022-09-01 08:48:48+00:00,@AREAJULID Virus cacar monyet dah lvl 1 aje,Virus cacar monyet dah lvl aje,neutral
2027,2022-09-01 08:22:15+00:00,@AREAJULID Ini covid apa cacar monyet?,Ini covid apa cacar monyet,neutral
2029,2022-09-01 08:03:05+00:00,@zhfadel Cacar monyet genap 5 minggu anda ya,Cacar monyet genap minggu anda,neutral
2037,2022-09-01 07:43:37+00:00,@alvinheikal kalau cacar monyet jadi 0 menit,kalau cacar monyet jadi menit,neutral
2039,2022-09-01 07:34:19+00:00,@urmoonlightb @jahahahanem Monyet siapa yg cacar?,Monyet siapa cacar,neutral
2042,2022-09-01 07:14:47+00:00,INGAT CACAR MONYET,INGAT CACAR MONYET,neutral
2043,2022-09-01 07:13:36+00:00,"kalo sampe ppkm naik level, FIX pengalihan isu. udh kepalang bingung mereka mau nutupin ni kasus : gunakan covid. alias udh ga peduli gw anjeng. kecuali cacar monyet.",kalo sampe ppkm naik level FIX pengalihan isu udh kepalang bingung mereka mau nutupin kasus gunakan covid alias udh peduli anjeng kecuali cacar monyet,neutral
