,Datetime,clean_text,label
3113,2022-08-26 14:55:22+00:00,prasetiyo saya komen komenan sama istrinya pak indro cahyono kata nanik cacar monyet reseptornya milik monyet gak bisa kena manusia permainanya sekarang ada alat tesnya makek gen cacar sama semua cacar cacar lain kedetek cacar monyet aslinya reseptornya beda,neutral
3114,2022-08-26 14:52:33+00:00,nyari artikel ttg cacar monyet sambil ngehunter makji makji lagi ngapain nih,neutral
3116,2022-08-26 14:50:10+00:00,CACAR MONYET HIV COVID BESOK APALAGI,neutral
3118,2022-08-26 14:48:42+00:00,Serba serbi MMC Cacar monyet Islamkaffah,neutral
3120,2022-08-26 14:46:29+00:00,Kan dia risih bang kecuali dia awalnya sih coba2 akhirnya nagih baru dah gancet kalo jadi monyet cacar ngaoahahahhahahaha,neutral
3124,2022-08-26 14:37:16+00:00,vaksin booster yuk sal ada cacar monyet,neutral
3126,2022-08-26 14:32:10+00:00,saat HIV dan cacar monyet sedang ramai ramainya berita gendut sangean ini malah ngajak Tobat Ndut,neutral
3131,2022-08-26 14:24:34+00:00,gadibolehin mamah soalnya takut ketularan cacar monyet,neutral
3138,2022-08-26 14:11:47+00:00,min apakah sudah ada untuk vaksin cacar monyet,neutral
3140,2022-08-26 14:06:53+00:00,Paket combo positive covid cacar monyet dan hiv secara bersamaan itu kira2 sdh vaksin covid blom,positive
3142,2022-08-26 13:58:37+00:00,takut banget cacar monyet bakal meluas trus lockdown lagi jangan sampeeee,neutral
3147,2022-08-26 13:52:37+00:00,Yang bilang yang belum pernah covid ntar kebagian cacar monyet tai banget jir,neutral
3156,2022-08-26 13:32:52+00:00,kok jadi cacar monyet,neutral
3157,2022-08-26 13:32:22+00:00,mell0wan anjir keknya musiman cacar monyet,neutral
3158,2022-08-26 13:30:16+00:00,nyets btw iqbal kena cacar monyet,neutral
3164,2022-08-26 13:10:41+00:00,Temanku pasti gabakal kena cacar monyet Soalnya dia monyet,neutral
3166,2022-08-26 13:06:24+00:00,Padahal gak ada juga yang mengharuskan 278 juta lainnya untuk diinfeksi cacar monyet Kira2 kalau gua tanya begini bakalan diblok gak Gua Mohon maaf dok anda ini beneran dokter bukan sih,neutral
3167,2022-08-26 13:02:56+00:00,Ini berita cacar monyet lagi berseliweran bikin parno ajaaa,neutral
3171,2022-08-26 12:48:21+00:00,Kalo hiv aids prnh ntn dokumenternya pertama kali diidap oleh seorang pramugara keturunan perancis menjadi seorang Kalo cacar monyet lupa baca mana,neutral
3175,2022-08-26 12:34:54+00:00,meliindaa1 Ciri ciri gejala cacar monyet,neutral
3179,2022-08-26 12:27:27+00:00,Liat replynya kira pada kena cacar monyet,neutral
3185,2022-08-26 11:51:53+00:00,Orang krang kaga ngeri apa ama cacar monyet Gua liat videonya aja merinding,neutral
3189,2022-08-26 11:45:57+00:00,brrti sblmnya dah kena hiv dulu nih makanya imun nya drop jadi kena cacar monyet,neutral
3193,2022-08-26 11:36:53+00:00,Sopo reti cacar monyet,neutral
3196,2022-08-26 11:26:47+00:00,Cacar monyet kah,neutral
3197,2022-08-26 11:21:27+00:00,Cacar monyet mau dibikin heboh keq covid,neutral
3199,2022-08-26 11:20:36+00:00,Punya mutualan seorang mantri ngeshare nya tentang HIV cacar monyet terus tapi pengen ngajakin buat fun terus haha Giliran aku nolak malah ngambek,positive
3202,2022-08-26 11:17:46+00:00,HIV itu penyakit zoonosis sama kek cacar monyet Awalnya mgkin ada berhubungan sama monyet amp Afrika sana Kalo emang homo sumbernya niscaya udah kena dari dulu Tapi nggak kenapa karena cuma sama pasangan,neutral
3206,2022-08-26 11:05:09+00:00,gue takut ntr sistem kerja vaksin tubuh kita bingung wkwk ini mau ngelawan corona dulu atau cacar monyet dulu,neutral
3207,2022-08-26 11:00:37+00:00,Sumpah ini gue gak kena cacar monyet kan Ada bentol melenting anjir perut gue,neutral
3211,2022-08-26 10:57:56+00:00,booster aja blm udh otw bakal ada vaksin cacar monyet,neutral
3216,2022-08-26 10:43:04+00:00,Waduh waktu vaksin covid aja sakit covid ntar vaksin cacar monyet takut cacar monyet ahh,neutral
3218,2022-08-26 10:39:34+00:00,Kenapa selalu bawa2 monyet yah diskriminatif sekali Cacar ada monyet Cinta ada monyet Sampe hujan aja ada monyetnya Jambupun pake monyet,neutral
3220,2022-08-26 10:37:27+00:00,gini takut bgt cacar monyet ciri2nya cacar monyet ada nyebar sih cuma titik aja makin lebar repnya ktanya karena anabul pdahal pelihara apa2 skrg dah kering sih sisa merahnya doang,neutral
3238,2022-08-26 10:00:25+00:00,NSTR Indonesia kuat dari cacar monyet pak,neutral
3240,2022-08-26 09:55:24+00:00,cacar monyet jinak,neutral
3249,2022-08-26 09:40:17+00:00,Ada nggak yang lebih takut kena cacar monyet daripada covid Muka bisa bopeng gara gara cacar,neutral
3257,2022-08-26 09:30:10+00:00,Setelah kasus positif cacar monyet kemarin kamu ngerasa sih mulai banyak suspek yang diberitain Kemenkes bilang penularan cacar monyet itu semudah kopit dan pintu masuk bandara udah diperketat tapi kan kita ngeri juga Buktinya kemarin lolos,neutral
3261,2022-08-26 09:28:07+00:00,Itu tentang cacar monyet yang anda singgung bagian awal Membaca apa sulitnya sih,neutral
3263,2022-08-26 09:25:29+00:00,Betul chai Haram jadah punya kaki sakau duit org Mmg letih Sampai kena gastrik pun ada Ntah minggu depan cacar monyet pulak kut,neutral
3266,2022-08-26 09:24:13+00:00,Banyak copit cacar monyet,neutral
3269,2022-08-26 09:20:26+00:00,sdang lbur minggu krna hbs pkl lom mrasakan sklh nrmal slm smk nie klean byangkan ktika sdh msk sklh mlah ada pengumuman daring krna cacar monyet ksi saran hrs stres gaya,neutral
3270,2022-08-26 09:16:05+00:00,Coronce dah gak musim sudah berganti musim cacar monyet sekarang,neutral
3272,2022-08-26 09:15:40+00:00,Iya Nanti sgala macem alergi infeksi kulit kena tes alat setan dibilang suspect cacar monyet,neutral
3282,2022-08-26 08:57:41+00:00,prasetiyo Sudah tebak skema ponzi sekarang tuh Konspirasi dulu ama media utama ayok takuti masyarakat dengan hiv cacar monyet corontol Terus lama racun nya dateng Customer masyarakat bloon kena doktrin indoktrinasi propaganda manggut kelar kelar plandemi bloonnya,negative
3295,2022-08-26 08:30:12+00:00,Kalau lihat prediksi satu ini memang sesuai ucapan Pak Menkes Tapi kan ada varian baru cacar monyet mutasi cacar monyet kopit HIV nurunin tingkat kewaspadaan rasanya sulit Meskipun nyatanya semua orang udah pada bosen tapi baiknya prokes tetep dijaga,neutral
3298,2022-08-26 08:25:04+00:00,Itu bilang cacar monyet dari vaksin covid dasarnya apa Mana datanya Jangan asal bicara dong Kok bisanya nyebar hoax seperti ini,neutral
3305,2022-08-26 08:18:52+00:00,Kalau ini dicupang cacar monyet,neutral
3308,2022-08-26 08:08:19+00:00,Tapi posisinya kalo dia kena cacar monyet sama hiv secara barengan harusnya ada indikasi ngelakuin hubungan seksual sih,neutral
3319,2022-08-26 07:48:57+00:00,Jangan sampe dimasukin aplikasi Peli terus jadi syarat macam2 terus tes nyq nqmbah lagi bukan hanya tes covid tapi tes cacar monyet juga mampus tuh,neutral
3320,2022-08-26 07:48:39+00:00,Lagi sakit cacar monyet,neutral
3326,2022-08-26 07:41:43+00:00,Dan ayo bersama sama kita jaga terus kebersihan dan kesehatan tubuh AgenToleransi salamtoleransi toleransi indonesiasehat cacarmonyet Source Instagram sekretariat kabinet,neutral
3333,2022-08-26 07:36:15+00:00,serem banget temen nyokap Bali udah kena cacar monyet stay safe everyone bentukannya serem gitu sih,positive
3334,2022-08-26 07:34:52+00:00,Nder periksa aja takut nya cacar monyet,neutral
3341,2022-08-26 07:26:05+00:00,Maka itu sebenarnya kan anggarannya bisa dialokasikan untuk hal lain lebih urgent karena cacar monyet ini kan CFR sangat rendah gejala sangat ringan Tapi yasudahlah bisnis tetaplah bisnis,neutral
3343,2022-08-26 07:23:58+00:00,prasetiyo Klu ndak anggaran tidak ada urgensinya vaksin ini begitu dianggarkan target distribusi vaksin cacar monyet bla bla Sediakan vaks boleh mau vaks sila bayar Gak mampu pengin vaks Sila bikin permohonan agar dpt vaks gratis TIDAK ADA PEMAKSAAN Mestinyaaa,neutral
3347,2022-08-26 07:17:28+00:00,Yaampun udah wacana vaksin keempat covid ditambah vaksin cacar monyet pula besoknya gabung men sih ini mah fix,neutral
3350,2022-08-26 07:13:06+00:00,Budi sebelumnya juga memprediksi penyakit cacar monyet yang teridentifikasi Indonesia tidak akan menyebabkan kondisi fatal pada pasien Menurut Kemenkes gejala yang dialami pasien tersebut tergolong ringan CFR sebenarnya tidak ada urgensinya pengadaan vaksin ini,neutral
3355,2022-08-26 07:09:03+00:00,capek banget deh ngehadepin orang yang tutup mata dan telinga tentang covid yang still exist indonesia dan cacar monyet yang baru aja menyebar always happen around dan gue capekkk bilangnya gue capek ngingetinnya dan gue kadang capek hrs punya keluarga mrk,neutral
3359,2022-08-26 06:53:22+00:00,Ciri khas lainnya penderita cacar monyet juga mengalami gejala Pembengkakan kelenjar getah bening seperti area bawah rahang leher Beberapa orang mengalami flu terlebih dulu sebelum muncul ruam Sakit kepala Nyeri otot,neutral
3365,2022-08-26 06:44:50+00:00,smoga terjauhkan dari penyakit sperti cacar monyet aamiin,neutral
3370,2022-08-26 06:34:34+00:00,rule three hari ini cacar monyet gelombang HIV dan dada rosada keluar penjara,neutral
3371,2022-08-26 06:29:49+00:00,Orang yang kena cacar monyet trs jdi monyet,neutral
3385,2022-08-26 05:57:05+00:00,ada bikin infografik cara menghindari cacar monyet apa mau share grup keluarga Kalo artikel akan dibaca soalnya,neutral
3389,2022-08-26 05:48:14+00:00,WOI katanya pasien pertama cacar monyet orang condet anj,neutral
3392,2022-08-26 05:45:10+00:00,wah cacar monyet nder,neutral
3397,2022-08-26 05:34:47+00:00,Ruang karantina cacar monyet kah Wkwkwk,neutral
3398,2022-08-26 05:33:40+00:00,Yang betul saja orang masih sehat tanpa bibit virus mau diberi virus Emang semua orang harus kena virus yang sama Setelah diinfeksi kelelahan sedikit virus covid cacar monyet pada bangun virusnya Badan semakin tepar Lebih enak tanpa bibit virus ditubuh Kalau busines,neutral
3399,2022-08-26 05:32:52+00:00,Demi anjirt kenapa kok gua lebih serem yang ini Cacar monyet dan HIV lebih dari corona yang notabenenya virus baru HIV lebih serem banget ajg,neutral
3405,2022-08-26 05:17:25+00:00,Bae bae musim cacar monyet ntr monyet,neutral
3407,2022-08-26 05:02:00+00:00,Oalah Kirain vaksin cacar monyet,neutral
3408,2022-08-26 05:00:18+00:00,ini mungkin gue doang terlalu baper tapi jujur gue benci orang bercandain penyakit kayak tiktok bnyk banget nyangkan cacar monyet udh sampe anu anu maksud itu kota please gue ngeri anjir takutt mungkin bercandanya gamasuk gue,neutral
3414,2022-08-26 04:45:43+00:00,Udah bilang aja efek samping vaxx Pdhal ngapa ngapain kok punya Cacar monyet kek HIV kek semua kan kandungan dari vaxx,neutral
3415,2022-08-26 04:45:25+00:00,ardikabali Skrgh mah azabnya cacar monyet,neutral
3417,2022-08-26 04:36:06+00:00,Monyet kalo cacar bijimana,neutral
3422,2022-08-26 04:17:49+00:00,Terus IDI cuma diem diem aja Bukannya buat kanal informasi agar mengawal kewaspadaan publik terhadap cacar monyet Bertindaklah secara real,positive
3430,2022-08-26 04:06:47+00:00,FESS cacar monyet teh kumha sih,neutral
3436,2022-08-26 03:57:18+00:00,Tetap waspada dan jangan khawatir berlebihan Inilah yang perlu kalian tahu seputar cacar monyet agar terhindar dari penularan virusnya triadhianto Sumber bekasikotagoid cacarmonyet kotabekasi Diskominfostandi,neutral
3443,2022-08-26 03:49:47+00:00,kena cacar air pun berubah slime kok cacar monyet pertama kali temukan menjakit monyet,neutral
3448,2022-08-26 03:36:08+00:00,kalo sudah habis cacar monyet ntar cacar kadal abis itu cacar kecoa,neutral
3449,2022-08-26 03:34:18+00:00,Penderita HIV AIDS pertama kali diketahui diidap oleh seorang cacar monyet prtama diidap oleh seorang,neutral
3450,2022-08-26 03:13:09+00:00,Tetap waspada dan jangan khawatir berlebihan Inilah yang perlu kalian tahu seputar cacar monyet agar terhindar dari penularan virusnya triadhianto Sumber bekasisehat JawaBarat kotabekasi cacarmonyet Diskominfostandi,neutral
3452,2022-08-26 03:05:40+00:00,Cacar monyet,neutral
3461,2022-08-26 02:19:39+00:00,Pria usia tahun DKI Jakarta yang menjadi pasien pertama cacar monyet sudah sembuh Good news banget nggak sih Blistener MorningVoice,positive
3463,2022-08-26 02:15:14+00:00,Pernah ikut webinar ttg monkeypox dan trnyt pasien kena cacar monyet itu juga kebanyakan pengidap HIV,neutral
3464,2022-08-26 02:13:57+00:00,Baru lagi gua ngerasaiin mengigil tengah malem badan pada linu gini gejala cacar monyet dah ini mah,neutral
3473,2022-08-26 01:33:21+00:00,ellen Mjb bisa kena kak Soalnya cacar monyet monkeypox sama cacar air tuh penyakit yang berbeda Jdi kalau udah pernah kena cacar air masih bisa kena cacar monyet jugaa Terus cacar monyet ini termasuk kedalam virus zoonosis CMIIW yaa,neutral
3476,2022-08-26 01:12:39+00:00,Triski14 Jangan lupa cacar monyet,neutral
3480,2022-08-26 00:54:57+00:00,woi ini gue jerawat punggu atau amit amit kena cacar monyet sih,neutral
3483,2022-08-26 00:43:22+00:00,Terjangkit Covid19 Cacar Monyet HIV AID sekaligus,neutral
3492,2022-08-26 00:25:01+00:00,Anyway liat cara penyebarannya dan ciri nya cacar monyet mirip sama sifilis KWKWKWKWKWKWKWK,neutral
3514,2022-08-25 23:41:10+00:00,Sebelumnya terima kasih chiva sudah komen postingan ini aku izin menjawab Jadi penderita dengan cacar monyet masih bisa menularkannya minggu Semoga jawaban ini bisa dimengerti chiva,neutral
3515,2022-08-25 23:35:09+00:00,Cuan Cuan Cuan Hari ini HIV lanjut cacar monyet Vaksin lagi Nice try,positive
3520,2022-08-25 22:10:47+00:00,Kalo cacar monyet itu adalah virus cepat menyular kepada umat manusia kalo kita menjaga agar supaya tidak menyular kepada kita makan daging suap daging anjing biar kebal tubuh kita,neutral
3521,2022-08-25 21:37:19+00:00,sebenarnya biang masalahnya terdapat pada virus hiv dan imun turun jadinya diserang covid ama cacar monyet,neutral
3526,2022-08-25 19:53:23+00:00,Asal Kapolri dan jajarannya ada kemauan membongkar kembali kasus KM50 pasti sangat bisa dilakukan Jika Kapolri sampai dicopot itu pertanda dari atas gatal gatal gejala cacar monyet,neutral
3527,2022-08-25 19:14:47+00:00,theguzel emng bener britanya cacar monyet bagi mereka udh vaksin cobid,neutral
3530,2022-08-25 18:48:58+00:00,sumpah cacar monyet plis naudzubillahimindzalik pandemi nyusahin izin emak gua buat pergi anjir,neutral
3531,2022-08-25 18:19:54+00:00,cacar monyet itu ruam merah beda sama bintik bintik periksa coba,neutral
3532,2022-08-25 18:16:48+00:00,Askrl guys kakaku ada bintik bintik gatal bagian alat kelamin aku takut dia kena cacar monyet Tapi dia jarang keluar apa bisa kena,neutral
3533,2022-08-25 18:09:29+00:00,Karena ada HIV yang membuat imunnya jadi buruk sehingga mudah terkena penyakit menular lainnya seperti covid ataupun cacarmonyet,neutral
3534,2022-08-25 18:06:58+00:00,Saran aja ini mah Buat kalian suka jajan cewe stop dulu HIV sama cacar monyet merebak banget Khususnya area bandung lagi rame bgt kena Jangan bobo sembarangan Sekalipun mau begituan sama orang kalian yakin aman Dan PAKAI KONDOM Stay safe guys,positive
3535,2022-08-25 18:02:21+00:00,Menyenangkan jika kauingin tahu Bahasan mereka sambil menahan pedas yang membakar lidah adalah mempertanyakan nama cacar monyet padahal vektornya tikus Agak tidak jelas tapi kautahulah Kita sedang membicarakan Miguel dan Meridian jadi maklumi saja,neutral
3539,2022-08-25 17:31:31+00:00,cacar monyet pls jangan sampe depok gue udh kls jir mau lulus MAU ONLINE,neutral
3540,2022-08-25 17:18:57+00:00,semoga bibirmu kena cacar monyet,neutral
3541,2022-08-25 17:14:54+00:00,wkwkwk cacar monyet,neutral
3542,2022-08-25 17:14:11+00:00,gue mau isolasi mandiri dulu ternyata penyakit orang aneh lebih berbahaya dari pada cacar monyet,neutral
3543,2022-08-25 17:12:26+00:00,Iyaa gilaaa segala ada cacar monyet siii Mana gua liat liat cacar nya segede bagong,neutral
3544,2022-08-25 17:05:40+00:00,Makanya banyak penyakit menular TBC covid HIV AIDS hepatitis cacar monyet SIYALAN LOE MALJUM BIKIN KZL,neutral
3547,2022-08-25 16:38:43+00:00,Medeni bgt cacar monyet iki ambe ketok bgt penyakit,neutral
3548,2022-08-25 16:25:32+00:00,Sudahlah DIKI itu the Next Cacar monyet,neutral
3549,2022-08-25 16:14:12+00:00,sandwich generation ini juga bikin gila memek bukan tidak bersyukur TAPI BISA KAH SIMPAN DUIT UNTUK BELI IPHONE TOTTTT TAON VIVO MULU APA TAU PUNYA HAPE INI SEBELUM CORONA AMPE SKRG CACAR MONYET BELOM JUGA GANTI,neutral
3554,2022-08-25 16:06:49+00:00,Pantesan orang orang pada menjauh ternyata terinfeksi cacar monyet,neutral
3556,2022-08-25 15:50:20+00:00,ini kasus cacar monyet pertama itu atau ada baru lagi terjangkit,neutral
3560,2022-08-25 15:23:49+00:00,woy ancrit mau study tour kok malah cacar monyet sialann,neutral
3561,2022-08-25 15:16:36+00:00,kalo muncul gejala sensasi gemas pengen mukul hati hati cacar monyet,neutral
3566,2022-08-25 15:02:24+00:00,theguzel Akan ada vaksin baru untuk mencegah penyakit cacar monyet sudah jelas diuntungkan adlh sales vakzin kira negara mana neeh akan mendapat keuntungan,neutral
3567,2022-08-25 15:01:46+00:00,ohiya gue tadi lagi jajan sosis bakar terus ada sekitar adek kayaknya anak atau smp kelas tujuh gitu ngumpul lagi ngobrolin cacar monyet sama disease awalnya apa aja gue yang lagi ngakakin meme diem,neutral
3568,2022-08-25 14:56:26+00:00,Setiap gatel dikit parno cacar monyet,neutral
3569,2022-08-25 14:54:27+00:00,Mjb cacar monyet kui nek terjangkit iso bentol sak awak opo gur area tertentu,neutral
3570,2022-08-25 14:43:46+00:00,jujurly aku belum paham sama yang cacar monyet itu gimana yaa gejalanya,neutral
3571,2022-08-25 14:39:12+00:00,demi Allah merinding banget liat cacar monyet,neutral
3572,2022-08-25 14:38:48+00:00,cacar monyet rupane koyo koncomu seng senengane ngutang kae lho,neutral
3574,2022-08-25 14:31:02+00:00,Kirain tadi jokes cacar monyet sempet kaget,neutral
3577,2022-08-25 14:21:35+00:00,Cacar monyet kayaknya itu,neutral
3581,2022-08-25 14:10:01+00:00,Besok nya lagi pasti bilang ini cacar monyet virus mirip panu Tenang cuma gatel2 sedikit,neutral
3583,2022-08-25 14:07:29+00:00,aku kira itu cuma jokes doang ternyata beneran cacar monyet,neutral
3584,2022-08-25 14:03:08+00:00,Ohhh maaf pertama kali denger cacar monyet kukira mukanya jadi monyet kak,neutral
3590,2022-08-25 13:51:23+00:00,Demi apapun parno sama cacar monyet,neutral
3591,2022-08-25 13:51:09+00:00,Cacar monyet dinamain gitu karena penularannya dari monyet kak bukan berarti manusia kena cacar monyet bakal berubah bentuk jadi monyet,neutral
3592,2022-08-25 13:50:00+00:00,Hahhh Iki cacar monyet gakk,neutral
3594,2022-08-25 13:48:02+00:00,Cacar monyet,neutral
3596,2022-08-25 13:43:00+00:00,Mungkin maxudnya cacar monyet,neutral
3597,2022-08-25 13:40:37+00:00,tad cacar monyet kan penularannya bisa karena interaksi dengan monyet brarti kalo kita maen lompat tali ama gorila harusnya aman dong wargacurhat,neutral
3599,2022-08-25 13:37:28+00:00,11fess kalian pgn kena cacar monyet apa cacar nya crush,neutral
3602,2022-08-25 13:32:36+00:00,Cacar monyet cacar monyet Perasaan gua dulu tuh cinta monyett,neutral
3603,2022-08-25 13:27:49+00:00,Covid cacar monyet HIV Terus aja ajg terus bodo amat dgn penyakit ini,neutral
